prompt,reference,task,mode,draft_steps,generated_text,acceptance_rate,num_target_calls,latency_ms
"Summarise the following article:
Caught in the act: A couple were photographer in a compromising position as the male drove a motorbike down a main road in the bustling tourist destination Goa . A couple were caught on camera in a rather intimate position - while riding a motorbike down a busy highway in India. The pair were snapped as they rode down Mandovi Bridge in Goa, and police have now tracked them down after an outraged p
Summary:","Pair snapped in an intimate position while riding through tourist trap Goa .
Driver only wearing socks and a t-shirt... with lady's legs wrapped around .
After picture shared by outraged politician police prompted into action .
Couple were tracked down and fined 1,000 rupees for 'indecent riding'",summarization_en,greedy,5,"
A couple were photographed in a compromising position while riding a motorbike down a main road in Goa.

A couple were photographed in a compromising position while riding a motorbike down a main road in Goa.

A couple were photographed in a compromising position while riding a motorbike down a main road in Goa.

A couple were photographed in a compromising position while riding a motorbike down a main road in Goa.

A couple were photographed in a compromising position while riding a motorbike down a main road in Goa.

A couple were photographed in a compromising",1.0,128,1939.3785449997267
"Summarise the following article:
Chelsea striker Diego Costa was involved in yet another confrontation on Wednesday as he appeared to strike Aaron Cresswell during his side's 1-0 win against West Ham. Costa, who was not punished for the incident, has a reputation for trying to unsettle his opponents by throwing his weight around. The 26-year-old striker escaped the attention of Premier League official Andre Marriner, who failed t
Summary:","Chelsea striker Diego Costa was involved in incident with Aaron Cresswell .
Referee Andre Marriner did not take action against the Spain international .
Sam Allardyce said there was no point trying to wind up Costa before game .
Eden Hazard scored the only goal of the match to give Chelsea the win .
CLICK HERE for all the latest Chelsea news .",summarization_en,greedy,5,"
Chelsea striker Diego Costa was involved in yet another confrontation on Wednesday as he appeared to strike Aaron Cresswell during his side's 1-0 win against West Ham. Costa, who was not punished for the incident, has a reputation for trying to unsettle his opponents by throwing his weight around. The 26-year-old striker escaped the attention of Premier League official Andre Marriner, who failed to take any action against the striker.

Chelsea striker Diego Costa was involved in yet another confrontation on Wednesday as he appeared to strike Aaron Cresswell during his side's 1-0 win against West Ham.",1.0,128,1921.3171440001133
"Summarise the following article:
A survivor of the Boston Marathon bombing has posted an open letter to bomber Dzhokhar Tsarnaev on her Facebook page, just hours after testifying on the first day of the 21-year-old's trial. Rebekah Gregory, 27, from Houston, Texas, lost half of her left leg after 18 surgeries following the April 15, 2013 blast. She and her 5-year-old son, Noah, had been watching her boyfriend's mother compete in 
Summary:","Rebekah Gregory, 27, wrote that seeing Tsarnaev in court had helped her realize she isn't afraid of him anymore .
Her lost half of her left leg after 18 surgeries following the April 15, 2013 marathon blast .
'Today I realized that sitting across from you was somehow the crazy kind of step forward that I needed all along,' she wrote .
Earlier in the day in court she had wept as she recalled seeing a death body in the aftermath of the deadly blast .",summarization_en,greedy,5,"
The Boston Marathon bombing survivor has posted an open letter to bomber Dzhokhar Tsarnaev on her Facebook page, just hours after testifying on the first day of the 21-year-old's trial. Rebekah Gregory, 27, from Houston, Texas, lost half of her left leg after 18 surgeries following the April 15, 2013 blast. She and her 5-year-old son, Noah, had been watching her boyfriend's mother compete in the Boston Marathon.

The Boston Marathon bombing survivor has posted an open letter to bomber Dzhokhar Tsarnaev on her Facebook page, just hours after testifying on",1.0,128,1939.7420059999604
"Summarise the following article:
One of Australia's most popular pain killers has been left with a splitting headache, as the national consumer watchdog gets ready to take it to court. Reckitt Benckiser, the company behind Nurofen in Australia, will square off against the Australian Competition and Consumer Commission (ACCC) in federal court this month over claims that it has mislead customers. The ACCC will dispute claims made b
Summary:","Australian Competition and Consumer Commission takes it to federal court .
Alleges Nurofen claims 'misleading customers', all tablets exactly the same .
ACCC says all pills have the same key ingredient, ibuprofen lysine 342mg .
Calls for 'truth in advertising' across medical industry to become priority .
Case to go before Federal Court of Australia in Sydney on March 31 .",summarization_en,greedy,5,"
The ACCC is set to take the case against Reckitt Benckiser, the world's largest manufacturer of painkillers, this month.
The ACCC is set to take the case against Reckitt Benckiser, the world's largest manufacturer of painkillers, this month.
The ACCC is set to take the case against Reckitt Benckiser, the world's largest manufacturer of painkillers, this month.
The ACCC is set to take the case against Reckitt Benckiser, the world's largest manufacturer of painkillers, this month.
The ACCC",1.0,128,1955.2281220003351
"Summarise the following article:
Juan Mata believes Manchester United will qualify for next season's Champions League despite facing stiff competition from the likes of Liverpool and Arsenal for a top four spot. The Spanish playmaker, in an exclusive Facebook fan Q&A session, has warned his team-mates that 'Manchester United must always play in the Champions League'. United, who missed out on playing in this season's Champions Le
Summary:","Juan Mata believes Manchester United will finish inside the top four .
United are currently fourth in the Premier League with 10 games to go .
Mata is desperate to break into Louis van Gaal's starting line-up .
Man United face Tottenham at Old Trafford on Sunday afternoon .",summarization_en,greedy,5,"
Manchester United are set to miss out on the Champions League for the first time in their history after losing out to Liverpool in the last 16.
The Red Devils are currently in the middle of a tough group with Arsenal, Chelsea and Liverpool.
The Spanish side are currently in the top four of the Premier League, but they are currently in the bottom four of the Champions League.
Manchester United are currently in the middle of a tough group with Liverpool and Arsenal.
The Red Devils are currently in the middle of a tough group with Liverpool and Arsenal.
The Red Devils are currently in the middle of a",1.0,128,1951.1340009999003
"Summarise the following article:
Four people, including a policewoman, have been arrested over links to the attacks that terrorised Paris earlier this year, French police and security officials have said. The two officials said one man who was detained had ties to Amedy Coulibaly, the gunman who killed a policewoman on January 8 and then four more people at a kosher supermarket on January 9 before being killed by security forces.
Summary:","French police and security officials say four people have been arrested .
One is linked to Amedy Coulibaly, the Paris gunman who killed five people .
Another, who is a policewoman, is thought to be one suspect's ex-girlfriend .
She stands accused of accessing his criminal file, French officials said .
It is claimed she worked at a large police intelligence centre in north Paris .
Authorities have not yet released details about the other two in custody .",summarization_en,greedy,5,"
The two officials said one man who was detained had ties to Amedy Coulibaly, the gunman who killed a policewoman on January 8 and then four more people at a kosher supermarket on January 9 before being killed by security forces.

The two officials said one man who was detained had ties to Amedy Coulibaly, the gunman who killed a policewoman on January 8 and then four more people at a kosher supermarket on January 9 before being killed by security forces.

The two officials said one man who was detained had ties to Amedy Coulibaly, the gunman who",1.0,128,1978.1498709999141
"Summarise the following article:
A mobile phone found at the scene of a brutal axe murder in which three members of the same family were killed was used to search details of an infamous U.S. axe killing. Parents Teresa van Breda, 54, and Martin, 55, and their eldest son Rudi, 22, were found dead at the family home in Stellenbosch, 50 kilometres east of Cape Town, in January. Henri van Breda, 20, suffered what police sources repor
Summary:","Parents and brother were killed in brutal axe attack at Cape Town home .
Sister survived with severe injuries and younger brother Henri van Breda reportedly suffered 'self inflicted wounds'
A phone at the scene was reportedly used to search a 2004 axe murder which was turned into a movie 'Romeo Killer'",summarization_en,greedy,5,"
A mobile phone found at the scene of a brutal axe murder in which three members of the same family were killed was used to search details of an infamous U.S. axe killing. Parents Teresa van Breda, 54, and Martin, 55, and their eldest son Rudi, 22, were found dead at the family home in Stellenbosch, 50 kilometres east of Cape Town, in January. Henri van Breda, 20, suffered what police sources repor

See also
List of murder victims in South Africa

References

Category:2000s murders in South Africa
Category:2000",1.0,128,1970.4989980000391
"Summarise the following article:
A Missouri man has broken a state record after catching a whopping 140lb paddlefish. Andy Belobraydic III snared the behemoth, measuring 56 ¾ inches long and 43 ¾ inches wide, at Table Rock Lake in The Ozarks on Saturday. The previous best was 139lb hooked in at the same location in 2002. It was the first time the 33-year-old had been out hunting the game fish after his friends urged him to go. An
Summary:","Andy Belobraydic III, 33, snared the behemoth at Table Rock Lake in The Ozarks on Saturday .
The previous best was 139lb caught at the same location in 2002 .
As he reeled it in his friends chanted the famous line from Jaws .",summarization_en,greedy,5,"
The Ozarks is a popular destination for anglers, and the lake is a popular spot for fishing. The lake is a popular spot for fishing, and the lake is a popular spot for anglers. The lake is a popular spot for fishing, and the lake is a popular spot for anglers. The lake is a popular spot for fishing, and the lake is a popular spot for anglers. The lake is a popular spot for fishing, and the lake is a popular spot for anglers. The lake is a popular spot for fishing, and the lake is a popular spot for anglers. The lake is a popular spot",1.0,128,1950.1733349998176
"Summarise the following article:
It is one of the world's best loved musicals - the true story of a novice nun who falls in love with a widower and his seven children. From Julie Andrews waltzing through the Alps to seven children behaving perfectly,  The Sound of Music might look like it portrays the family everyone wants. But Andrews' real life counterpart - Maria Kutschera - was far from the idealized mother the popular film p
Summary:","Maria von Trapp was criticised by son Johannes in a new book .
75-year-old revealed his mother was very complex with lots of insecurities .
Daughter Rosmarie added that she was forced to go on stage .
Maria married Georg von Trapp in 1927 after becoming his governess .",summarization_en,greedy,5,"

Cast

Main cast
 Julie Andrews as Maria Kutschera
 Peter O'Toole as Count von Trapp
 Peter Sellers as Count von Trapp

Supporting cast
 Peter Sellers as Count von Trapp
 Peter O'Toole as Count von Trapp

Songs

""The Sound of Music""
""The Sound of Music"" is a song written by Julie Andrews and Peter Sellers. It was first performed by Andrews and Sellers on the BBC television show The Sound of Music on 24 March 1965.

""The Sound of Music"" is a song written by Julie Andrews",1.0,128,1953.3742200001143
"Summarise the following article:
TV presenter Dr Michael Mosley will eat black pudding made from his own blood for a new documentary. In a variety of tests, Dr Mosley will take an in-depth look at blood for a medical series on BBC Four. He will undergo six experiments on his own blood, including injecting it with snake venom to see how it can clot within seconds and starving it of oxygen. Scroll down for video . In a new BBC show
Summary:","Dr Michael Mosley will eat black pudding from own blood for BBC4 show .
Will have six experiments on his own blood, including starving it of oxygen .
Wonderful World of Blood one of series of upcoming BBC science shows .",summarization_en,greedy,5,"
Dr Michael Mosley will eat black pudding made from his own blood for a new documentary. In a variety of tests, Dr Mosley will take an in-depth look at blood for a medical series on BBC Four. He will undergo six experiments on his own blood, including injecting it with snake venom to see how it can clot within seconds and starving it of oxygen.

The BBC has announced that it will be airing a new documentary on the subject of blood clots.

The documentary, entitled ""Blood Clots: The Story of the World's Most Dangerous Disease"", will be broadcast on BBC Four on Wednesday",1.0,128,1952.0610780000425
"Summarise the following article:
Stoke goalkeeper Jack Butland has signed a contract extension at the Britannia Stadium, the Barclays Premier League club have announced. The 22-year-old - who will be England's third-choice keeper for this month's games against Lithuania and Italy - has committed until the summer of 2019. Asmir Begovic remains Stoke number one but Butland, who joined the Potters from Birmingham for £4million two y
Summary:","Jack Butland is England's third-choice keeper in Roy Hodgson's squad .
He has struggled for playing time at Stoke under Mark Hughes .
Butland has extended his deal despite being No 2 to Asmir Begovic .",summarization_en,greedy,5,"
The Premier League has announced the signing of England goalkeeper Jack Butland from Birmingham City. The 22-year-old has signed a contract extension at the Britannia Stadium, the Barclays Premier League club have announced. The 22-year-old - who will be England's third-choice keeper for this month's games against Lithuania and Italy - has committed until the summer of 2019. Asmir Begovic remains Stoke number one but Butland, who joined the Potters from Birmingham for £4million two y

Stoke goalkeeper Jack Butland has signed a contract extension at the Britannia Stadium",1.0,128,1954.9057800004448
"Summarise the following article:
Tory peer Lord Ashcroft has quit his seat in the House of Lords – saying he no longer has the time to devote enough time to the role. The former party treasurer said he was resigning with immediate effect, as he believed it was his 'duty' to step down 'at the right time'. Even though he will no longer be able to attend Lords debates, is still a life peer and will still be named 'Lord Ashcroft'. To
Summary:","The former party treasurer said he was resigning with immediate effect .
Millionaire pollster said he did not have the time to devote for the role .
However he will still be a life peer  and will still be named 'Lord Ashcroft'",summarization_en,greedy,5,"
The former Tory peer Lord Ashcroft has quit his seat in the House of Lords, saying he no longer has the time to devote enough time to the role. The former party treasurer said he was resigning with immediate effect, as he believed it was his 'duty' to step down 'at the right time'. Even though he will no longer be able to attend Lords debates, is still a life peer and will still be named 'Lord Ashcroft'.

The former Tory peer Lord Ashcroft has quit his seat in the House of Lords, saying he no longer has the time to devote enough time to the role. The",1.0,128,1973.1690399999025
"Summarise the following article:
The need to anoint Lionel Messi the greatest player there has ever been every time he has a good game is becoming rather tedious. Yes, Messi is a genius. Every time I see him play live, it is a privilege. I try to make sure the memories are burned into my consciousness. He is the kind of player who lifts the spirit with everything he does. He is a quite prodigious goalscorer, a wizard of a dribble
Summary:","Yes, Messi is a genius. Every time I see him play live, it is a privilege .
And yes, he was mesmerising against Manchester City at the Nou Camp .
What saddens me about the relentless championing of Messi, though, is that the idea there has never been anyone to match him has become such an aggressive orthodoxy .
It is as though Messi has become a god and the idea that he might have a rival is sacrilege .
As a football fan, I worship Messi, too, but I don’t think he’s the best there’s ever been. It's too early for that .",summarization_en,greedy,5,"
The need to anoint Lionel Messi the greatest player there has ever been every time he has a good game is becoming rather tedious. Yes, Messi is a genius. Every time I see him play live, it is a privilege. I try to make sure the memories are burned into my consciousness. He is the kind of player who lifts the spirit with everything he does. He is a quite prodigious goalscorer, a wizard of a dribble

The need to anoint Lionel Messi the greatest player there has ever been every time he has a good game is becoming rather tedious. Yes, Mess",1.0,128,1970.7420039999306
"Summarise the following article:
Enrolling at university is meant to be a time for widening skill sets academically, but many Brits are using it to broaden their horizons... well, horizontally. According to a new survey by student newspaper The Tab, university pupils in Britain have an average of 8.2 sexual partners by the time they reach the middle of their higher education. 11,549 students were questioned about their bedroom ha
Summary:","New survey by student newspaper The Tab looks at university sex habits .
Of 11,549 students questioned, 22 per cent had lost their virginity aged 18 .
British university students have an average of 8.2 sexual partners .",summarization_en,greedy,5,"
The survey of 1,000 students in the UK found that the average student has an average of 8.2 sexual partners by the time they reach the middle of their higher education.

The survey also found that the average student has an average of 8.2 sexual partners by the time they reach the middle of their higher education.

The survey also found that the average student has an average of 8.2 sexual partners by the time they reach the middle of their higher education.

The survey also found that the average student has an average of 8.2 sexual partners by the time they reach the middle of their higher",1.0,128,1964.8398459999044
"Summarise the following article:
When it comes to teaching children about manners, safety or even sex, most parents don't hesitate in making sure their offspring have a good understanding (no matter how awkward they may find it). However, despite the huge importance placed on financial education, more than half of UK parents admit they find it difficult to talk to their kids about money, and are avoiding the topic for as long as 
Summary:","Majority of parents avoid talking about money with their kids .
Only 43% of parents think they are better savers than their children .
More than 40% believe children should not have to worry about money .
More than a quarter feel awkward to talk about money to anyone at all .
This week is Global Money Week, which helps engage children with money .
Parents are the biggest influencers in forming money habits .",summarization_en,greedy,5,"

The article is about the importance of financial education for children, but it is also about the difficulties parents have in talking to their children about money.

A:

I think the answer is that it's a matter of personal preference.
I think that the best way to teach children about money is to teach them about money in general.  I think that the best way to teach children about money is to teach them about money in general.  I think that the best way to teach children about money is to teach them about money in general.
I think that the best way to teach children about money is to",1.0,128,1957.5808549998328
"Summarise the following article:
Ronda Rousey is the talk of UFC at the moment and the undefeated women's bantamweight champion is adamant she could beat '100 per cent' of the opposite sex in the same division. Rousey currently boasts an 11-0 record in the sport having defeated Cat Zingano in just 14 seconds in her most recent contest on February 28. After her latest triumph, talk turned to how the 28-year-old would fare against 
Summary:","Ronda Rousey is the current undefeated women's bantamweight champion .
Rousey defeated Cat Zingano in just 14 seconds on February 28 .
WATCH: Rousey and Caroline Wozniacki in Sports Illustrated photoshoot .
CLICK HERE for all the latest UFC news .",summarization_en,greedy,5,"
Ronda Rousey is the talk of UFC at the moment and the undefeated women's bantamweight champion is adamant she could beat '100 per cent' of the opposite sex in the same division. Rousey currently boasts an 11-0 record in the sport having defeated Cat Zingano in just 14 seconds in her most recent contest on February 28. After her latest triumph, talk turned to how the 28-year-old would fare against the likes of Miesha Tate, Holly Holm and Amanda Nunes.

Ronda Rousey is the talk of UFC at the moment and",1.0,128,1948.6517400000594
"Summarise the following article:
If you are easily distracted by your smartphone or long for the return of simple mobiles that don't require lots of apps, then this ‘anti-smartphone’ is for you. The round phone, described as the first personal device for the 'post-smartphone era', is modelled on an old-fashioned pocket watch. The Runcible is a pebble-shaped prototype and includes a phone and camera,  an HD circular screen and a w
Summary:","Device includes a phone and camera, as well as an HD circular screen .
Called the Runcible, it's a cross between a smartphone and a wearable .
Gadget is modelled on an old-fashioned pocket watch and compass .
It could cost around the same as a  high-end unlocked smartphone .",summarization_en,greedy,5,"

The Runcible is a pebble-shaped prototype and includes a phone and camera, an HD circular screen and a w

The Runcible is a pebble-shaped prototype and includes a phone and camera, an HD circular screen and a w

The Runcible is a pebble-shaped prototype and includes a phone and camera, an HD circular screen and a w

The Runcible is a pebble-shaped prototype and includes a phone and camera, an HD circular screen and a w

The Runcible is a pebble-shaped prototype and includes",1.0,128,1955.8116060002249
"Summarise the following article:
Antonio Valencia has apologised to Manchester United's players and fans after his mistakes helped Arsenal dump his side out of the FA Cup in Monday's quarter-final defeat. The cup exit effectively ended any hopes of silverware ended up at Old Trafford this season - and Valencia more than played his part in a dismal display from Louis van Gaal's side. The midfielder-cum-defender put in a weak chall
Summary:","Antonia Valencia has apologised for  Manchester United's defeat by Arsenal .
Valencia was at fault for both goals, including Danny Welbeck's winner .
Roy Keane called the midfielder-cum-defender 'disgraceful' in his analysis .
Rafael put pressure on Valencia's position with a goal for United Under 21s .
CLICK HERE for all the latest Manchester United news .",summarization_en,greedy,5,"
Antonio Valencia has apologised to Manchester United's players and fans after his mistakes helped Arsenal dump his side out of the FA Cup in Monday's quarter-final defeat. The cup exit effectively ended any hopes of silverware ended up at Old Trafford this season - and Valencia more than played his part in a dismal display from Louis van Gaal's side. The midfielder-cum-defender put in a weak challenge on the goalkeeper, but failed to make a decisive impact.

Antonio Valencia has apologised to Manchester United's players and fans after his mistakes helped Arsenal dump their side out of the FA Cup",1.0,128,1949.3384120000883
"Summarise the following article:
Around 200 skeletons have been unearthed under a Paris supermarket after workmen extending the shop's basement discovered a huge pile of bones. The bodies, which were found neatly stacked five deep in eight underground chambers, are thought to be victims of an epidemic that struck France at least five centuries ago. Archaeologists from the National Institute for Preventive Archaeological Research 
Summary:","Skeletons found under the Monoprix supermarket on Boulevard Sébastopol in Paris .
Thought to be victims of an epidemic that struck France at least five centuries ago .
Archaeologists were called in and will try to date the bones using carbon and DNA testing .
Experts called site 'extraordinary' and said they were astonished to find so many skeletons .",summarization_en,greedy,5,"
The skeletons were found in a Paris supermarket, which was extended by workmen to the basement of the building. The skeletons were found in a pile of bones, which were neatly stacked five deep in eight underground chambers. The bodies were found in a pile of bones, which were neatly stacked five deep in eight underground chambers. The skeletons were found in a pile of bones, which were neatly stacked five deep in eight underground chambers. The bodies were found in a pile of bones, which were neatly stacked five deep in eight underground chambers. The skeletons were found in a pile of bones, which were neatly stacked five deep in",1.0,128,1975.7261700001436
"Summarise the following article:
A man who wears a nappy every day and has caused controversy for running a nursery for adults has appeared on The Jeremy Kyle Show to defend his right to dress up as a baby. Derek Ventham, 52, and his wife Maxine appeared on the ITV show today to explain how the service they offer - and Derek's penchant for nappies - is not sexually motivated. Derek said: 'I'm like any other person, I get up, have
Summary:","Derek Ventham and his wife Maxine appeared on Jeremy Kyle Show .
The 52-year-old says he wears a nappy as he's incontinent .
But he's also 'fascinated' with dressing as a baby .
Runs a nursery for adults with Maxine in Liverpool .",summarization_en,greedy,5,"
A man who wears a nappy every day and has caused controversy for running a nursery for adults has appeared on The Jeremy Kyle Show to defend his right to dress up as a baby. Derek Ventham, 52, and his wife Maxine appeared on the ITV show today to explain how the service they offer - and Derek's penchant for nappies - is not sexually motivated. Derek said: 'I'm like any other person, I get up, have a shower, have a bath, have a meal, have a nap, have a sleep, have a shower, have a bath, have a meal, have a",1.0,128,1949.4719570002417
"Summarise the following article:
The boss of the BBC is on a collision course with MPs after he insisted the licence fee will work for at least another ten years. Last week, the Culture, Media and Sport Select Committee said the £145.50-a-year charge was ‘anachronistic’ and should be scrapped within the next decade in favour of a flat-rate broadcast levy on all households. But Lord Hall, the Corporation’s director-general, insist
Summary:","Lord Hall believes the licence fee ‘has got at least ten years in it’
He said even if the fee is axed, it should be replaced by a charge .
Follows critique from MPs that the charge is ‘anachronistic’",summarization_en,greedy,5,"
The boss of the BBC is on a collision course with MPs after he insisted the licence fee will work for at least another ten years. Last week, the Culture, Media and Sport Select Committee said the £145.50-a-year charge was ‘anachronistic’ and should be scrapped within the next decade in favour of a flat-rate broadcast levy on all households. But Lord Hall, the Corporation’s director-general, insist

The boss of the BBC is on a collision course with MPs after he insisted the licence fee will work for at least another ten years. Last week, the Culture,",1.0,128,1956.8581459998313
"Summarise the following article:
A woodland trust has today been forced to deny it is 'anti-fairy' after it launched a crackdown on the number of doors being nailed to trees as homes for the tiny ethereal beings. Fairy control has had to be brought in at Wayford Woods in Somerset because it has been overwhelmed by hundreds of sprite homes. Families with children flock to the woodland to nail doors to trees and leave notes for the
Summary:","Wayford Woods in Somerset flooded with fairy doors over the past decade .
At peak there were more than 200 fixed to trees in Crewkerne woodland .
One mysteriously appeared in 2000 and led to area becoming 'Fairy Wood'
But trustees say there are too many and several are particularly garish .
One said: 'We're not anti-fairies but it's in danger of getting out of control'
400 seen in past 3 months according to UK Fairy Investigation Society .",summarization_en,greedy,5,"

A woodland trust has today been forced to deny it is 'anti-fairy' after it launched a crackdown on the number of doors being nailed to trees as homes for the tiny ethereal beings. Fairy control has had to be brought in at Wayford Woods in Somerset because it has been overwhelmed by hundreds of sprite homes. Families with children flock to the woodland to nail doors to trees and leave notes for the

The following article is from the Daily Mail:

A woodland trust has today been forced to deny it is 'anti-fairy' after it launched a crackdown on",1.0,128,1954.1045969999686
"Summarise the following article:
A young actor was inspired to come out of the closet after featuring in a movie about homophobia in Australia. Harry Cook, 23 from Sydney, was always advised in the past not to divulge that he was gay because it would limit the variety of acting variety roles he would be offered. But when he took on the role  in the movie, Drown, which premieres on Wednesday night and tells of the struggles for ga
Summary:","Harry Cook came out of closet after featuring in a homophobic movie .
The Sydneysider, 23, was told he wouldn't get roles if he said he was gay .
Drown premieres tomorrow to a sold-out cinema on George St in Sydney .
Fans can book their own screening through the movie's website .",summarization_en,greedy,5,"

Harry Cook is a young actor who has been told by his parents that he is gay. He is also a gay man who has been told by his parents that he is gay. He is also a gay man who has been told by his parents that he is gay. He is also a gay man who has been told by his parents that he is gay. He is also a gay man who has been told by his parents that he is gay. He is also a gay man who has been told by his parents that he is gay. He is also a gay man who has been told by his parents that he is gay.",1.0,128,1941.7212299999846
"Summarise the following article:
Kellermeister owner Mark Pearce said he made the 'unfortunate' discovery that 25,000 litre of his wine had been drained on Sunday morning . A prominent winemaker is accused of destroying more than $300,000 worth of alcohol at the winery he was previously employed at. Trevor David Jones, 57, of Lyndoch in South Australia's Barossa Valley, allegedly snuck into the Kellermeister winery in the early h
Summary:","Trevor David Jones allegedly snuck into the Kellermeister Winery in the Barossa Valley in South Australia and turned on the taps of four wine tanks .
About 25,000 litres and $300,000 worth of wine was released from the tanks .
The 57-year-old Barossa Valley man was arrested last month .
He faced court on Tuesday charged with criminal trespass and property damage .",summarization_en,greedy,5,"
The winery was closed for the day and the winemaker was arrested.

The winery was closed for the day and the winemaker was arrested.

The winery was closed for the day and the winemaker was arrested.

The winery was closed for the day and the winemaker was arrested.

The winery was closed for the day and the winemaker was arrested.

The winery was closed for the day and the winemaker was arrested.

The winery was closed for the day and the winemaker was arrested.

The winery was closed for the day",1.0,128,1948.5967870000422
"Summarise the following article:
Two of Britain’s most distinguished actors are set to star in a £6million film ‘co-written’ by a leading figure of the Jihadi John apologist campaign group, Cage. Sir Ben Kingsley and Emily Watson will be working alongside an award-winning team in ‘The Secret Evidence’. Golden Globe-winning producer J Todd Harris is said to already be on board, and the film has commitments from Emily Watson, Sir B
Summary:","Sir Ben Kingsley and Emily Watson among stars due to work on the film .
It has reportedly been co-written by Cage spokesman Cerie Bullivant .
The former terror suspect described Mohammed Emwazi as 'beautiful'
Actors are understood to have signed up to film before the controversy .",summarization_en,greedy,5,"
Two of Britain’s most distinguished actors are set to star in a £6million film ‘co-written’ by a leading figure of the Jihadi John apologist campaign group, Cage. Sir Ben Kingsley and Emily Watson will be working alongside an award-winning team in ‘The Secret Evidence’. Golden Globe-winning producer J Todd Harris is said to already be on board, and the film has commitments from Emily Watson, Sir B

The film is being produced by J Todd Harris, who is also the producer of the film ‘The Secret Evidence’.

The film is being produced by J Todd Harris,",1.0,128,1973.2411570003023
"Summarise the following article:
Leighton Baines has admitted Everton's players are fighting for their futures after a season in which he says they have let themselves down. Everton’s dreams of winning the Europa League evaporated spectacularly on Thursday when they were beaten 5-2 by Dynamo Kiev and now they have nothing to play for other than trying to salvage some respectability in the Barclays Premier League. It is a far cry 
Summary:","Everton finished fifth last season but are currently struggling in 14th .
Toffees crashed out of the Europa League on Thursday with a 5-2 defeat .
Leighton Baines admits the Everton players are fighting for their futures .",summarization_en,greedy,5,"
Leighton Baines has admitted Everton's players are fighting for their futures after a season in which he says they have let themselves down. Everton's dreams of winning the Europa League evaporated spectacularly on Thursday when they were beaten 5-2 by Dynamo Kiev and now they have nothing to play for other than trying to salvage some respectability in the Barclays Premier League. It is a far cry from the days when the Toffees were the envy of the league.

Leighton Baines has admitted Everton's players are fighting for their futures after a season in which he says they have let",1.0,128,1963.334059999852
"Summarise the following article:
A family dog was nearly blinded, its owner has said, by an allergic reaction after it was groomed at a Pets at Home mega-store. Terry Maughan, 20, from Norton paid £36 for his 20-month-old West Highland terrier Snowbell to have the treatment. But when he took his beloved pooch home he was shocked to see the dog struggling to breathe and unable to open her eyes. Terry Maughan (left) with his younge
Summary:","Dog had bloodshot eyes and rapid a heartbeat just after it was groomed .
Its owner, Terry Maughan, from Norton rushed to take the pooch to the vet .
Vet said quick action saved dog, Snowbell, but family feared it would die .
Pets at Home has started an investigation but the cause remains unknown .",summarization_en,greedy,5,"
A family dog was nearly blinded, its owner has said, by an allergic reaction after it was groomed at a Pets at Home mega-store. Terry Maughan, 20, from Norton paid £36 for his 20-month-old West Highland terrier Snowbell to have the treatment. But when he took his beloved pooch home he was shocked to see the dog struggling to breathe and unable to open her eyes. Terry Maughan (left) with his younge

A dog groomer has been jailed for six months for grooming a dog with an allergic reaction after it was bought at",1.0,128,1949.2202169999473
"Summarise the following article:
The UCI will publish the Cycling Independent Reform Commission's report into whether the world governing body was complicit in past doping practices on Monday. The investigation centred on the UCI's dealings with doping findings and allegations during the late 1990s and early 2000s, including its handling of claims against Lance Armstrong, who has since admitted to using performance-enhancing drug
Summary:","UCI will publish the Cycling Independent Reform Commission's report into whether the world governing body was complicit in past doping practices .
The investigation centred on the UCI's dealings with doping findings and allegations during the late 1990s and early 2000s .",summarization_en,greedy,5,"
The UCI will publish the Cycling Independent Reform Commission's report into whether the world governing body was complicit in past doping practices on Monday. The investigation centred on the UCI's dealings with doping findings and allegations during the late 1990s and early 2000s, including its handling of claims against Lance Armstrong, who has since admitted to using performance-enhancing drug

The UCI will publish the Cycling Independent Reform Commission's report into whether the world governing body was complicit in past doping practices on Monday. The investigation centred on the UCI's dealings with doping findings and allegations during the late 1990s and early",1.0,128,1948.264124999696
"Summarise the following article:
People around the United States have rallied behind a 19-year-old Air Foce cadet who is in critical condition after having a massive heart attack while at a gym in her hometown. Since Hailey Lane suffered a heart attack at ACAC gym in Midlothian, Virginia, during her spring break on March 23, people posted pictures and messages on social media with the hashtag, #WeAreHaileystrong. Hailey was witho
Summary:","Hailey Lane was at a gym in Midlothian, Virginia, when she had heart attack .
She was without a pulse for 20 minutes before she was revived .
She remains on life support but is recovering and opening her eyes .
Since the March 23 incident, people have posted pictures and messages on social media with the hashtag, #WeAreHaileystrong .
She and her twin sister Savannah Lane turn 20 on Friday .",summarization_en,greedy,5,"
The United States Air Force Academy Cadet Corps (USAC) is a branch of the United States Air Force Academy. The cadets are trained to become Air Force officers and are required to complete a rigorous training program. The cadets are also required to complete a rigorous training program. The cadets are trained to become Air Force officers and are required to complete a rigorous training program. The cadets are also required to complete a rigorous training program.

The United States Air Force Academy Cadet Corps (USAC) is a branch of the United States Air Force Academy. The cadets are trained to become Air Force officers and",1.0,128,1943.4399389997452
